18,5,2,3,2,4,3,3,0
44,9,6,1,1,2,2,1,0
33,7,2,1,1,4,0,0,0
24,9,8,2,3,7,5,5,0
4,2,2,0,0,2,1,2,0
19,4,4,1,2,0,1,1,0
18,11,2,1,2,1,0,3,0
25,11,1,0,3,2,1,2,0
14,4,0,2,1,3,1,2,0
3,5,0,2,2,1,3,6,0
16,6,3,4,1,0,0,1,0
4,2,3,1,1,2,0,3,0
3,7,2,0,0,2,1,2,0
27,3,2,3,2,3,4,0,0
1,1,0,1,1,1,1,5,0
10,5,5,1,2,1,2,2,0
1,1,1,0,2,6,0,6,0
7,1,3,3,1,15,4,2,0
10,0,2,1,1,2,3,0,0
2,1,2,2,1,2,0,7,0
1,2,1,0,3,5,0,3,0
26,4,2,1,2,3,1,6,0
3,6,4,0,3,12,6,2,0
1,3,1,3,0,7,2,4,0
20,3,4,1,1,0,3,4,0
29,8,4,2,1,4,2,9,0
11,2,0,1,2,2,1,3,0
12,9,3,3,0,2,0,1,0
8,4,2,2,1,4,4,4,0
16,0,1,1,0,5,0,4,0
21,1,3,3,2,2,8,9,0
0,2,1,3,0,5,2,3,0
12,7,3,4,0,1,0,0,0
1,1,2,3,1,3,1,3,0
20,6,4,2,1,0,2,0,0
9,3,0,0,1,2,1,5,0
10,1,2,1,1,4,3,3,0
7,7,3,1,0,2,1,3,0
6,6,2,3,4,2,1,1,0
21,2,0,2,2,11,1,1,0
15,10,2,3,0,24,8,2,0
1,2,2,1,0,3,1,0,0
12,1,1,0,0,0,1,2,0
13,2,2,1,1,0,2,3,0
20,3,3,2,1,5,0,2,0
13,3,1,1,2,0,3,3,0
7,1,1,5,1,0,2,5,0
7,2,2,3,1,4,3,1,0
1,4,0,0,2,3,2,2,0
11,1,0,1,1,2,1,1,0
11,4,1,2,1,2,2,0,0
23,5,4,3,2,0,1,5,0
25,6,3,1,1,1,1,4,0
22,2,1,1,2,4,4,3,0
11,6,2,3,0,3,1,7,0
26,6,3,2,2,3,1,1,0
2,8,4,2,1,3,3,7,0
13,7,3,0,1,5,1,4,0
3,7,2,2,3,6,1,1,0
2,1,3,3,4,4,0,0,0
23,7,2,1,0,2,1,4,0
11,2,1,2,2,1,0,3,0
17,7,3,3,3,3,5,7,0
7,7,1,1,2,11,3,2,0
43,9,2,1,5,22,9,7,0
11,3,1,2,2,8,2,0,0
15,8,1,0,0,3,0,0,0
7,2,1,3,3,3,4,6,0
13,1,1,1,0,5,4,5,0
20,4,1,1,1,2,2,1,0
13,2,1,1,1,5,3,2,0
20,4,1,1,0,3,1,2,0
9,6,2,3,2,4,0,0,0
4,5,4,2,2,2,2,3,0
7,3,2,0,0,2,1,1,0
4,0,2,0,3,8,5,1,0
10,1,3,2,1,4,1,1,0
6,5,3,2,4,1,1,3,0
4,2,1,3,1,2,1,1,0
17,4,2,2,2,5,2,6,0
2,3,5,5,1,3,2,1,0
6,3,2,2,0,3,3,4,0
33,8,6,2,2,3,3,8,0
10,1,0,1,1,2,2,2,0
7,4,2,1,1,2,0,2,0
1,1,0,2,2,1,2,2,0
6,1,2,4,0,0,1,1,0
7,2,0,0,1,5,1,6,0
12,7,4,5,2,5,4,11,0
8,0,1,2,3,2,3,3,0
5,4,4,4,0,3,0,1,0
24,2,3,2,0,5,5,2,0
8,6,6,2,0,1,2,6,0
16,8,2,1,0,4,2,5,0
3,2,2,3,0,3,1,0,0
18,7,1,2,2,9,1,4,0
14,1,1,1,1,4,0,2,0
32,16,7,3,1,2,0,5,0
15,2,1,1,1,0,0,3,0
2,2,1,0,0,3,2,2,0
20,0,1,0,0,0,2,1,0
18,6,4,1,2,1,3,6,0
7,1,1,1,1,0,1,1,0
13,0,0,2,1,5,4,2,0
10,1,0,1,0,6,4,1,0
4,1,3,1,2,3,4,5,0
17,0,2,2,1,2,2,4,0
39,10,5,0,1,2,5,7,0
8,0,3,3,2,3,1,1,0
31,2,4,2,1,8,3,2,0
1,3,5,3,1,7,3,3,0
17,6,2,1,1,4,2,2,0
38,13,5,6,2,0,1,8,0
7,1,1,2,1,3,3,2,0
1,0,0,2,1,1,2,0,0
27,5,2,1,2,2,2,3,0
6,2,1,3,0,2,1,1,0
3,3,1,2,1,2,4,4,0
4,1,1,0,1,2,1,0,0
1,4,3,3,2,2,1,1,0
15,7,1,0,2,1,0,2,0
19,2,2,0,1,3,1,6,0
27,8,6,5,2,1,7,10,0
4,1,1,2,1,0,0,3,0
4,1,0,1,0,1,1,2,0
4,1,1,1,1,3,4,4,0
21,7,2,1,2,0,1,4,0
31,6,6,2,0,0,1,0,0
18,0,1,2,1,4,2,0,0
4,1,0,1,1,5,2,4,0
9,2,2,0,0,1,1,2,0
10,4,0,1,1,2,2,0,0
8,0,0,3,1,0,2,6,0
11,1,0,2,0,10,1,1,0
16,3,0,1,1,2,1,6,0
1,1,2,0,0,7,3,2,0
12,1,1,2,0,7,2,1,0
12,3,2,2,2,0,0,2,0
6,5,1,3,2,3,1,3,0
18,2,2,1,1,4,3,9,0
6,8,2,0,1,3,1,1,0
7,5,2,1,0,1,0,0,0
12,1,1,3,0,1,0,1,0
4,0,1,3,1,1,1,2,0
1,4,3,1,0,1,2,0,0
14,4,0,2,0,2,3,3,0
11,3,3,2,1,2,0,2,0
2,1,0,1,2,3,2,2,0
6,3,3,1,1,5,2,3,0
30,3,2,3,1,5,3,4,0
22,10,5,2,1,6,3,5,0
24,5,1,5,3,3,0,4,0
7,0,2,0,1,2,1,1,0
7,4,3,0,2,7,3,0,0
12,1,2,2,1,12,4,3,0
13,4,4,2,1,4,2,5,0
1,1,2,3,0,7,3,1,0
9,3,0,0,1,2,2,1,0
0,4,2,1,1,6,5,4,0
4,2,1,2,2,2,1,1,0
11,1,2,2,1,2,1,3,0
6,3,3,3,1,1,2,1,0
13,2,0,1,2,1,2,1,0
42,12,3,0,0,1,1,6,0
31,8,2,0,4,1,0,3,0
0,2,1,1,1,1,0,1,0
3,1,5,1,2,7,3,1,0
11,2,0,3,3,2,2,1,0
11,5,3,0,1,1,3,5,0
15,4,2,0,1,2,1,3,0
20,7,1,3,0,5,1,3,0
35,9,5,3,1,2,2,5,0
10,3,1,2,2,1,3,3,0
1,4,0,1,0,0,2,0,0
4,0,0,1,1,3,2,3,0
13,2,0,0,1,1,2,2,0
4,0,1,0,2,1,0,1,0
21,7,1,1,0,2,2,1,0
13,1,2,1,1,2,2,3,0
29,2,6,5,4,6,4,3,0
12,15,6,4,3,1,4,6,0
6,6,1,2,1,0,1,2,0
7,3,1,1,1,3,1,2,0
4,2,0,1,2,0,1,1,0
11,0,0,0,0,0,0,1,0
1,1,3,0,0,1,2,1,0
4,4,4,1,0,1,0,4,0
1,4,3,3,1,0,1,1,0
4,3,2,1,0,3,0,1,0
28,8,6,1,0,4,2,0,0
2,1,7,3,2,0,2,2,0
2,0,1,3,2,1,1,1,0
7,1,1,3,1,0,2,3,0
3,0,1,3,0,2,0,3,0
9,1,1,1,0,1,2,0,0
8,5,3,5,3,1,2,0,0
1,1,1,1,1,4,0,2,0
10,4,3,2,1,2,1,3,0
7,0,1,1,0,1,2,4,0
5,2,2,1,0,4,0,1,0
3,2,0,1,2,1,1,3,0
9,6,3,4,2,3,2,1,0
0,0,3,1,1,4,1,2,0
5,2,2,1,2,6,2,1,0
20,4,1,3,1,0,1,3,0
2,3,4,1,3,2,1,0,0
26,9,8,6,2,1,1,0,0
10,2,2,1,4,3,2,3,0
2,5,1,4,1,1,1,2,0
10,9,4,2,0,2,4,3,0
11,2,1,1,1,1,1,1,0
7,1,0,1,1,3,2,5,0
17,8,0,0,0,0,0,2,0
4,3,1,1,0,1,1,2,0
8,6,5,4,2,3,0,3,0
5,3,0,3,2,4,2,4,0
10,8,3,5,3,6,4,4,0
11,0,1,2,2,0,1,2,0
10,3,1,1,0,0,1,1,0
10,8,4,1,0,1,0,0,0
