13.18,-0.077897,-0.0087634,-0.19069,-0.050633,0.20603,0.0087634,0.013848,0
10.166,1.1217,-0.49952,-0.0056086,0.24927,-0.13163,0.20594,-0.038083,0
-8.0624,0.062318,0.14021,0.28604,-0.015579,-0.25468,0.028481,0.024235,0
-3.3652,-0.49854,0.67478,-0.011217,-0.21032,0.26326,-0.15993,0.038083,0
4.2064,-0.093477,-0.29796,-0.33091,0.035054,0.4464,6.9389e-18,-0.046738,0
-7.5716,-0.56086,-0.69231,-0.089737,0.085687,-0.42637,0.039435,-0.046738,0
-4.0662,-0.35833,0.29796,0.21313,-0.027264,-0.92141,-0.16212,0.027697,0
13.951,1.1996,0.65726,0.18508,0.027264,0.44926,0.065726,0.053662,0
3.4703,0.77897,-0.13145,0.061695,0.050633,1.2533,0.34396,-0.001731,0
-12.724,-1.0438,-0.66602,-0.13461,-0.074002,-0.28901,-0.096398,-0.019042,0
4.6621,-0.20253,-0.070107,-0.3253,-0.11685,-1.033,-0.37902,0.036352,0
8.5181,1.0438,0.69231,0.0056086,0.050633,0.14021,0.10297,-0.03289,0
-17.562,-1.184,0.17527,0.40943,0.15969,0.5208,0.28043,-0.11944,0
-6.3097,-1.8851,-0.70107,0.067303,0.023369,-0.10874,-0.12269,0.013848,0
20.857,1.8384,-0.18403,-0.29726,-0.14021,-0.1488,-0.17746,0.14195,0
6.5901,2.5239,0.65726,-0.056086,-0.12464,0.0744,0.059153,0.057125,0
-8.9036,-0.93477,0.17527,0.13461,0.10127,-0.0057231,0.13364,-0.038083,0
-5.889,-1.8072,-0.43817,0.0056086,0.21811,-0.011446,0.10735,-0.055394,0
-5.7138,-0.49854,-0.11392,-0.072912,-0.062318,-0.0057231,-0.12707,-0.11425,0
1.963,0.24927,0.078871,0.044869,-0.24148,0.048646,-0.18403,-0.029428,0
11.007,1.1217,-0.10516,0.095346,5.2042e-18,0.091569,0.10735,0.18695,0
1.9981,0.88803,0.017527,-0.10095,0.14411,-0.16311,0.063535,0.070973,0
-8.8686,-0.73223,0.39435,-0.11217,0.054528,-0.071538,-0.043817,-0.15926,0
-2.2434,-1.1373,0.28919,0.14021,0.011685,0.16883,0.094207,-0.0086552,0
6.3447,-0.077897,-0.54333,0.11778,-0.054528,-0.088707,-0.052581,0.09867,0
1.2269,1.0438,-0.49952,-0.095346,-0.089582,-0.028615,-0.12488,-0.067511,0
-4.2766,0.91919,0.51704,-0.11778,0.011685,0.2604,0.15555,-0.034621,0
-3.0847,-1.2619,0.32425,0.028043,0.077897,-0.062954,0.072298,0.055394,0
0.84129,-1.5735,-0.35054,0.084129,0.058423,-0.372,-0.22566,-0.015579,0
5.5034,1.6203,-0.043817,-0.033652,-0.070107,-0.017169,-0.043817,0.013848,0
-0.31548,1.371,0.0087634,-0.03926,-0.12853,0.38917,0.20156,-0.0051931,0
-4.3467,-1.5579,-0.13145,0.016826,0.066213,0.11732,0.043817,-0.043276,0
6.3798,-0.062318,0.33301,0.044869,0.12074,-0.29474,-0.089825,0.081359,0
2.5589,1.075,0.23661,0.10095,-1.7347e-18,-0.085846,-0.032863,0.013848,0
-13.391,-1.3554,-0.34177,-0.10656,-0.038949,0.17455,-0.010954,-0.11079,0
-4.592,-0.5297,-0.31548,-0.22434,-0.081792,0.034338,0.010954,0.020773,0
14.127,1.7916,0.017527,0.12339,-0.015579,-0.10588,0.05039,0.057125,0
6.9056,0.077897,0.36806,0.29165,0.054528,-0.10588,0.010954,0.0034621,0
-9.6748,-1.1996,0.21909,0.0056086,0.038949,0.071538,-0.063535,0.031159,0
-4.1013,0.29601,-0.39435,-0.33091,0.054528,0.21748,-0.030672,-0.10559,0
7.7118,0.5297,0.061344,-0.19069,-0.081792,-0.085846,0.072298,-0.10559,0
-1.928,-0.54528,0.43817,0.34773,-0.093477,-0.24323,0.024099,0.19561,0
-12.199,-0.73223,-0.73613,0.24117,0.093477,0.23751,-0.05039,0.13675,0
6.2396,0.46738,-0.46446,-0.33652,0.066213,0.28901,0.037245,-0.16964,0
17.071,1.5891,1.1305,-0.13461,-0.038949,-0.46357,-0.019718,-0.12637,0
-7.186,0.12464,0.38559,0.34212,-0.093477,-0.49504,-0.1205,0.069242,0
-14.267,-2.0253,-0.92016,-0.033652,-0.027264,0.45212,0.07668,0.12117,0
4.6621,-1.0127,-0.32425,-0.40943,0.16358,0.64957,0.15336,-0.0069242,0
4.9426,1.4489,0.4557,0.24117,0.10127,-0.10874,-0.030672,-0.13502,0
1.6475,1.5579,0.41188,0.46551,-0.19474,-0.47501,-0.1205,0.012117,0
2.4538,-0.46738,-0.0087634,-0.4543,-0.19085,-0.21748,-0.096398,0.096939,0
-8.6933,-1.4333,-0.54333,-0.40382,0.18306,0.12305,0.059153,-0.038083,0
-3.5054,0.18695,-0.35054,0.53282,0.19474,0.28615,0.17308,0.010386,0
10.832,1.0906,0.63973,0.27482,-0.14021,0.11446,0.010954,0.027697,0
2.2785,-0.62318,0.43817,-0.40382,-0.085687,-0.17455,-0.11173,-0.091745,0
-6.555,-1.0906,-0.69231,-0.20191,0.062318,-0.20317,-0.072298,0.043276,0
-3.3301,0.76339,-0.29796,0.17947,0.015579,-0.031477,-0.039435,0.11252,0
-1.4372,1.2152,0.6222,0.19069,0.0077897,0.20317,0.074489,-0.14195,0
5.2931,-0.37391,0.18403,0.016826,-0.042843,0.20603,0.15774,-0.11771,0
8.6933,-0.73223,-0.42941,-0.14021,-0.015579,-0.13735,0.019718,0.21119,0
-5.7839,0.062318,-0.11392,-0.17387,0.054528,-0.19458,-0.17308,0.093477,0
-9.9553,-0.40507,0.27167,0.016826,-0.015579,0.068677,-0.16651,-0.22331,0
5.854,0.062318,-1.0408e-17,0.28043,-0.023369,0.082984,0.1205,-0.01731,0
6.0993,1.3554,-0.28919,0.050477,0.011685,-0.062954,0.26071,0.19388,0
-6.0292,-0.17137,0.096398,-0.2636,0.027264,-0.045784,-0.074489,-0.055394,0
-3.7157,-1.5579,0.41188,0.0056086,0.035054,0.12305,-0.24538,-0.16272,0
4.4168,0.12464,-0.035054,0.089737,-0.054528,0.054369,0.054771,0.069242,0
4.0662,1.2152,-0.4557,-0.044869,-0.058423,-0.19745,0.1687,0.15926,0
-1.8228,0.046738,-0.20156,0.12339,0.031159,-0.034338,-0.021909,-0.027697,0
-3.0847,-0.62318,0.42064,-0.0056086,0.050633,0.20317,-0.10954,-0.16964,0
2.6641,-0.031159,0.42064,-0.17947,0.035054,0.042923,-0.032863,-0.025966,0
-0.59591,-0.14021,-0.41188,0.056086,-0.081792,-0.12877,0.078871,0.14887,0
-6.52,-0.23369,-0.42941,0.056086,-0.070107,-0.12877,0.063535,0.03289,0
5.0828,0.84129,0.34177,-0.10095,0.13243,0.09443,-0.028481,-0.084821,0
5.8189,0.29601,0.17527,0.044869,0.031159,0.23178,-0.063535,0.0034621,0
-6.8705,-1.1061,-0.11392,0.21313,-0.097371,-0.16883,-0.056962,0.024235,0
2.9445,0.48296,0.3593,0.056086,0.054528,-0.26326,0.089825,-0.001731,0
2.1383,0.90361,-0.035054,-0.34773,0.0077897,0.24609,0.12926,-0.0069242,0
-12.795,-1.8072,-1.0604,-0.30847,-0.10906,0.17741,-0.15774,-0.046738,0
