20,4,1,1,1,2,2,1,1.4705e+15,0
13,2,1,1,1,5,3,2,1.4705e+15,0
20,4,1,1,0,3,1,2,1.4705e+15,0
9,6,2,3,2,4,0,0,1.4705e+15,0
4,5,4,2,2,2,2,3,1.4705e+15,0
7,3,2,0,0,2,1,1,1.4705e+15,0
4,0,2,0,3,8,5,1,1.4705e+15,0
10,1,3,2,1,4,1,1,1.4705e+15,0
6,5,3,2,4,1,1,3,1.4705e+15,0
4,2,1,3,1,2,1,1,1.4705e+15,0
17,4,2,2,2,5,2,6,1.4705e+15,0
2,3,5,5,1,3,2,1,1.4705e+15,0
6,3,2,2,0,3,3,4,1.4705e+15,0
33,8,6,2,2,3,3,8,1.4705e+15,0
10,1,0,1,1,2,2,2,1.4705e+15,0
7,4,2,1,1,2,0,2,1.4705e+15,0
1,1,0,2,2,1,2,2,1.4705e+15,0
6,1,2,4,0,0,1,1,1.4705e+15,0
7,2,0,0,1,5,1,6,1.4705e+15,0
12,7,4,5,2,5,4,11,1.4705e+15,0
8,0,1,2,3,2,3,3,1.4705e+15,0
5,4,4,4,0,3,0,1,1.4705e+15,0
24,2,3,2,0,5,5,2,1.4705e+15,0
8,6,6,2,0,1,2,6,1.4705e+15,0
16,8,2,1,0,4,2,5,1.4705e+15,0
3,2,2,3,0,3,1,0,1.4705e+15,0
18,7,1,2,2,9,1,4,1.4705e+15,0
14,1,1,1,1,4,0,2,1.4705e+15,0
32,16,7,3,1,2,0,5,1.4705e+15,0
15,2,1,1,1,0,0,3,1.4705e+15,0
2,2,1,0,0,3,2,2,1.4705e+15,0
20,0,1,0,0,0,2,1,1.4705e+15,0
18,6,4,1,2,1,3,6,1.4705e+15,0
7,1,1,1,1,0,1,1,1.4705e+15,0
13,0,0,2,1,5,4,2,1.4705e+15,0
10,1,0,1,0,6,4,1,1.4705e+15,0
4,1,3,1,2,3,4,5,1.4705e+15,0
17,0,2,2,1,2,2,4,1.4705e+15,0
39,10,5,0,1,2,5,7,1.4705e+15,0
8,0,3,3,2,3,1,1,1.4705e+15,0
31,2,4,2,1,8,3,2,1.4705e+15,0
1,3,5,3,1,7,3,3,1.4705e+15,0
17,6,2,1,1,4,2,2,1.4705e+15,0
38,13,5,6,2,0,1,8,1.4705e+15,0
7,1,1,2,1,3,3,2,1.4705e+15,0
1,0,0,2,1,1,2,0,1.4705e+15,0
27,5,2,1,2,2,2,3,1.4705e+15,0
6,2,1,3,0,2,1,1,1.4705e+15,0
3,3,1,2,1,2,4,4,1.4705e+15,0
4,1,1,0,1,2,1,0,1.4705e+15,0
1,4,3,3,2,2,1,1,1.4705e+15,0
15,7,1,0,2,1,0,2,1.4705e+15,0
19,2,2,0,1,3,1,6,1.4705e+15,0
27,8,6,5,2,1,7,10,1.4705e+15,0
4,1,1,2,1,0,0,3,1.4705e+15,0
4,1,0,1,0,1,1,2,1.4705e+15,0
4,1,1,1,1,3,4,4,1.4705e+15,0
21,7,2,1,2,0,1,4,1.4705e+15,0
31,6,6,2,0,0,1,0,1.4705e+15,0
18,0,1,2,1,4,2,0,1.4705e+15,0
4,1,0,1,1,5,2,4,1.4705e+15,0
9,2,2,0,0,1,1,2,1.4705e+15,0
10,4,0,1,1,2,2,0,1.4705e+15,0
8,0,0,3,1,0,2,6,1.4705e+15,0
11,1,0,2,0,10,1,1,1.4705e+15,0
34,4,2,1,3,18,6,4,1.4705e+15,0
21,9,3,1,1,7,3,8,1.4705e+15,0
7,4,3,5,4,4,2,1,1.4705e+15,0
21,3,4,4,3,2,1,0,1.4705e+15,0
3,2,2,0,1,5,1,1,1.4705e+15,0
8,2,0,3,1,4,3,0,1.4705e+15,0
1,3,1,0,2,6,6,4,1.4705e+15,0
12,2,5,1,0,9,8,2,1.4705e+15,0
10,3,2,0,2,6,2,1,1.4705e+15,0
7,7,7,4,1,3,0,1,1.4705e+15,0
5,1,3,0,2,0,6,1,1.4705e+15,0
5,2,0,2,2,6,7,0,1.4705e+15,0
5,5,3,1,1,2,1,5,1.4705e+15,0
17,8,3,4,0,5,1,5,1.4705e+15,0
9,9,3,2,1,13,0,2,1.4705e+15,0
44,8,7,2,2,30,8,5,1.4705e+15,0
7,6,2,3,2,2,4,3,1.4705e+15,0
0,2,1,1,2,3,2,1,1.4705e+15,0
17,2,0,1,0,3,5,4,1.4705e+15,0
5,0,4,0,1,10,3,0,1.4705e+15,0
13,3,0,0,2,7,20,1,1.4705e+15,0
6,7,1,0,0,5,3,4,1.4705e+15,0
9,2,4,3,1,5,5,0,1.4705e+15,0
5,6,3,4,4,2,6,1,1.4705e+15,0
5,5,4,2,1,3,15,1,1.4705e+15,0
2,1,0,3,1,2,4,2,1.4705e+15,0
10,2,1,1,0,2,12,1,1.4705e+15,0
15,0,3,1,1,1,8,0,1.4705e+15,0
26,3,3,0,0,6,14,8,1.4705e+15,0
15,1,3,5,3,2,1,1,1.4705e+15,0
5,5,5,1,2,1,4,3,1.4705e+15,0
3,2,2,1,1,2,2,5,1.4705e+15,0
14,5,1,1,0,7,5,4,1.4705e+15,0
10,7,8,4,1,16,3,1,1.4705e+15,0
3,6,2,2,1,4,7,11,1.4705e+15,0
3,6,0,0,1,7,1,4,1.4705e+15,0
5,4,4,3,1,0,2,2,1.4705e+15,0
5,10,4,1,1,5,4,0,1.4705e+15,0
7,4,0,2,1,5,4,2,1.4705e+15,0
2,2,1,1,1,8,2,0,1.4705e+15,0
13,2,5,2,2,5,4,1,1.4705e+15,0
12,5,4,3,3,1,6,5,1.4705e+15,0
29,2,0,1,1,12,1,2,1.4705e+15,0
30,2,0,2,0,14,4,4,1.4705e+15,0
7,8,3,1,1,0,1,4,1.4705e+15,0
18,4,1,0,1,4,1,0,1.4705e+15,0
20,6,1,3,0,4,0,0,1.4705e+15,0
23,3,2,1,1,5,0,0,1.4705e+15,0
14,1,3,3,2,1,3,0,1.4705e+15,0
3,1,1,1,1,3,3,1,1.4705e+15,0
1,1,3,1,3,3,0,2,1.4705e+15,0
5,4,1,0,1,1,0,3,1.4705e+15,0
8,9,3,0,2,2,2,2,1.4705e+15,0
2,3,1,3,0,12,4,0,1.4705e+15,0
16,7,3,3,1,11,4,0,1.4705e+15,0
19,2,0,2,1,6,3,0,1.4705e+15,0
17,1,2,1,3,1,1,4,1.4705e+15,0
2,3,1,2,1,3,0,0,1.4705e+15,0
23,6,1,4,1,4,2,0,1.4705e+15,0
3,4,0,0,1,5,0,3,1.4705e+15,0
17,2,0,1,1,1,3,3,1.4705e+15,0
12,5,3,0,1,6,6,1,1.4705e+15,0
0,2,2,2,2,0,1,2,1.4705e+15,0
1,4,2,0,0,1,0,1,1.4705e+15,0
3,0,1,0,0,1,1,2,1.4705e+15,0
12,8,4,3,1,2,3,2,1.4705e+15,0
13,1,1,1,0,1,2,0,1.4705e+15,0
8,1,2,5,4,1,3,4,1.4705e+15,0
9,1,2,0,0,1,1,5,1.4705e+15,0
10,5,3,4,2,5,3,0,1.4705e+15,0
36,10,2,2,1,1,2,2,1.4705e+15,0
11,2,0,0,1,1,0,2,1.4705e+15,0
2,1,1,0,2,14,5,2,1.4705e+15,0
11,5,1,0,1,10,4,2,1.4705e+15,0
10,1,0,0,0,3,1,3,1.4705e+15,0
15,4,5,4,2,7,2,2,1.4705e+15,0
18,2,4,3,4,2,2,3,1.4705e+15,0
18,2,1,2,1,0,0,1,1.4705e+15,0
4,3,2,2,1,4,2,7,1.4705e+15,0
27,10,0,1,2,2,1,2,1.4705e+15,0
1,1,3,2,0,6,2,1,1.4705e+15,0
8,3,2,4,1,3,0,4,1.4705e+15,0
6,0,1,3,0,3,2,0,1.4705e+15,0
1,2,1,1,0,1,0,1,1.4705e+15,0
5,6,4,3,3,8,6,0,1.4705e+15,0
13,1,0,1,0,1,1,2,1.4705e+15,0
8,0,3,3,1,6,0,2,1.4705e+15,0
17,7,3,2,1,1,1,3,1.4705e+15,0
22,6,3,2,0,1,1,1,1.4705e+15,0
21,3,2,3,2,1,1,0,1.4705e+15,0
23,7,6,3,5,3,6,9,1.4705e+15,0
1,4,2,3,4,2,2,2,1.4705e+15,0
4,2,0,1,3,1,1,3,1.4705e+15,0
15,3,1,3,1,3,3,4,1.4705e+15,0
18,0,0,0,1,3,1,3,1.4705e+15,0
12,0,4,3,2,1,0,1,1.4705e+15,0
26,5,2,2,3,2,3,5,1.4705e+15,0
8,1,0,3,1,1,1,2,1.4705e+15,0
26,7,2,4,3,1,0,3,1.4705e+15,0
9,6,5,1,1,6,3,2,1.4705e+15,0
10,5,3,0,1,6,1,4,1.4705e+15,0
3,2,1,1,1,4,1,1,1.4705e+15,0
20,5,1,0,4,1,1,2,1.4705e+15,0
1,3,0,3,2,4,3,4,1.4705e+15,0
4,4,2,1,1,2,1,3,1.4705e+15,0
10,8,3,1,1,4,4,2,1.4705e+15,0
4,4,6,4,3,1,2,0,1.4705e+15,0
24,6,2,0,2,4,2,1,1.4705e+15,0
19,1,0,0,3,2,0,1,1.4705e+15,0
17,3,3,2,3,4,0,1,1.4705e+15,0
8,10,4,1,0,3,1,0,1.4705e+15,0
5,3,2,0,1,3,1,1,1.4705e+15,0
6,1,5,2,2,4,2,3,1.4705e+15,0
5,1,1,1,0,4,1,6,1.4705e+15,0
17,4,1,1,1,8,1,2,1.4705e+15,0
28,5,3,0,1,3,3,3,1.4705e+15,0
7,3,1,0,2,10,3,1,1.4705e+15,0
7,0,1,1,1,16,7,1,1.4705e+15,0
7,4,3,0,1,1,0,1,1.4705e+15,0
27,4,2,0,1,0,2,4,1.4705e+15,0
16,6,2,1,1,3,1,2,1.4705e+15,0
5,7,2,4,2,5,0,3,1.4705e+15,0
1,2,0,2,0,2,1,2,1.4705e+15,0
19,1,0,1,1,0,1,1,1.4705e+15,0
5,2,2,3,4,4,2,2,1.4705e+15,0
13,1,1,1,1,5,2,2,1.4705e+15,0
11,13,5,3,3,8,4,2,1.4705e+15,0
2,3,1,0,1,2,1,2,1.4705e+15,0
22,4,1,2,0,0,1,2,1.4705e+15,0
5,4,1,1,0,0,1,1,1.4705e+15,0
4,5,1,2,1,1,0,1,1.4705e+15,0
1,2,1,2,0,1,0,1,1.4705e+15,0
17,5,2,1,0,5,1,2,1.4705e+15,0
15,5,0,1,3,1,4,0,1.4705e+15,0
2,3,2,2,0,1,1,2,1.4705e+15,0
0,2,3,0,0,3,0,1,1.4705e+15,0
1,1,1,0,1,2,0,1,1.4705e+15,0
0,3,0,1,1,1,2,1,1.4705e+15,0
1,2,3,3,1,2,3,3,1.4705e+15,0
23,7,2,3,1,10,3,2,1.4705e+15,0
8,4,2,2,1,22,9,3,1.4705e+15,0
10,2,0,1,0,4,0,0,1.4705e+15,0
1,0,2,0,1,0,0,1,1.4705e+15,0
20,1,3,1,1,3,1,1,1.4705e+15,0
2,1,3,3,3,3,4,0,1.4705e+15,0
17,1,1,2,1,3,2,6,1.4705e+15,0
47,9,2,0,1,1,1,5,1.4705e+15,0
20,9,4,2,1,7,8,7,1.4705e+15,0
24,3,2,1,1,2,2,1,1.4705e+15,0
10,1,2,3,3,7,7,2,1.4705e+15,0
12,1,1,2,0,5,0,0,1.4705e+15,0
17,2,5,4,1,4,0,2,1.4705e+15,0
25,4,2,3,1,5,2,6,1.4705e+15,0
19,4,8,4,4,2,4,5,1.4705e+15,0
10,0,3,2,2,0,0,2,1.4705e+15,0
9,0,6,4,3,6,6,2,1.4705e+15,0
8,0,0,2,1,0,0,3,1.4705e+15,0
6,2,0,1,0,3,1,0,1.4705e+15,0
1,2,2,1,1,4,2,1,1.4705e+15,0
9,2,1,0,0,0,1,4,1.4705e+15,0
12,2,1,2,1,2,0,2,1.4705e+15,0
15,6,1,1,0,3,1,4,1.4705e+15,0
24,10,4,2,1,8,6,6,1.4705e+15,0
2,1,1,3,1,6,2,1,1.4705e+15,0
21,7,6,2,4,2,3,7,1.4705e+15,0
0,3,2,3,0,2,1,1,1.4705e+15,0
5,3,3,2,3,2,1,2,1.4705e+15,0
5,1,1,1,0,0,1,1,1.4705e+15,0
22,7,4,3,1,0,1,3,1.4705e+15,0
17,1,2,2,3,1,1,0,1.4705e+15,0
6,1,5,1,0,1,0,2,1.4705e+15,0
5,1,0,0,3,4,1,2,1.4705e+15,0
5,1,2,0,0,1,1,0,1.4705e+15,0
3,0,1,2,0,0,2,7,1.4705e+15,0
4,3,2,3,2,2,0,3,1.4705e+15,0
9,2,0,0,0,3,1,0,1.4705e+15,0
24,6,9,2,1,2,2,0,1.4705e+15,0
1,1,4,2,1,5,0,1,1.4705e+15,0
1,1,3,2,0,15,4,2,1.4705e+15,0
8,1,5,1,3,16,4,2,1.4705e+15,0
13,7,3,2,0,8,1,2,1.4705e+15,0
3,6,6,4,1,3,2,2,1.4705e+15,0
20,5,1,0,0,0,1,8,1.4705e+15,0
1,2,3,0,2,2,3,2,1.4705e+15,0
11,2,1,4,4,3,5,6,1.4705e+15,0
24,4,4,1,0,3,2,4,1.4705e+15,0
10,2,6,0,2,1,1,1,1.4705e+15,0
19,3,1,0,1,1,1,3,1.4705e+15,0
12,7,6,1,0,5,2,2,1.4705e+15,0
24,5,4,1,1,4,3,1,1.4705e+15,0
19,6,6,1,0,8,5,1,1.4705e+15,0
25,0,2,0,0,1,1,5,1.4705e+15,0
11,4,4,1,2,1,1,5,1.4705e+15,0
0,1,3,2,0,1,0,0,1.4705e+15,0
12,2,3,3,2,0,3,3,1.4705e+15,0
4,5,3,4,1,1,5,4,1.4705e+15,0
5,1,2,1,1,1,2,1,1.4705e+15,0
6,1,4,3,1,2,0,1,1.4705e+15,0
12,2,0,3,0,3,2,3,1.4705e+15,0
10,4,1,1,0,1,3,3,1.4705e+15,0
7,2,0,3,1,2,0,2,1.4705e+15,0
2,2,2,1,1,5,2,0,1.4705e+15,0
1,1,2,0,1,1,0,3,1.4705e+15,0
3,3,1,2,2,2,3,4,1.4705e+15,0
1,1,0,1,0,1,2,6,1.4705e+15,0
6,4,3,2,3,1,1,1,1.4705e+15,0
21,2,2,2,1,4,1,5,1.4705e+15,0
1,0,1,2,0,1,1,1,1.4705e+15,0
17,0,2,1,1,1,1,2,1.4705e+15,0
17,2,0,0,0,5,3,2,1.4705e+15,0
8,0,1,1,0,5,0,2,1.4705e+15,0
19,1,2,3,2,1,0,3,1.4705e+15,0
31,10,8,5,2,3,4,6,1.4705e+15,0
1,3,4,1,3,2,2,3,1.4705e+15,0
12,4,0,1,2,0,0,5,1.4705e+15,0
18,6,0,3,2,0,1,4,1.4705e+15,0
2,1,3,2,1,1,1,1,1.4705e+15,0
8,1,2,3,1,1,1,3,1.4705e+15,0
37,8,6,3,2,0,1,6,1.4705e+15,0
31,8,7,4,3,3,2,14,1.4705e+15,0
14,2,1,0,0,1,2,3,1.4705e+15,0
19,9,3,3,1,2,0,3,1.4705e+15,0
7,3,4,1,0,1,0,1,1.4705e+15,0
1,1,1,1,1,2,3,4,1.4705e+15,0
20,4,1,1,0,0,1,2,1.4705e+15,0
5,2,1,0,1,2,1,2,1.4705e+15,0
1,0,2,1,1,7,5,2,1.4705e+15,0
17,5,3,1,3,0,4,2,1.4705e+15,0
9,2,0,0,2,8,2,2,1.4705e+15,0
11,1,1,3,1,8,2,1,1.4705e+15,0
20,8,5,4,1,7,0,2,1.4705e+15,0
5,1,5,2,0,3,2,0,1.4705e+15,0
5,1,0,0,1,7,1,2,1.4705e+15,0
7,0,4,1,2,7,4,3,1.4705e+15,0
2,1,2,2,1,6,2,2,1.4705e+15,0
16,1,0,1,0,12,5,5,1.4705e+15,0
0,1,0,1,2,24,7,3,1.4705e+15,0
25,6,1,1,1,2,1,3,1.4705e+15,0
2,1,2,1,1,2,0,2,1.4705e+15,0
5,4,3,1,1,1,2,3,1.4705e+15,0
14,4,2,1,1,7,4,6,1.4705e+15,0
7,5,1,2,0,2,2,2,1.4705e+15,0
24,3,2,2,3,5,0,2,1.4705e+15,0
12,3,0,1,1,2,2,0,1.4705e+15,0
15,11,11,5,3,2,7,9,1.4705e+15,0
5,1,2,1,1,3,4,1,1.4705e+15,0
0,2,4,2,0,7,4,3,1.4705e+15,0
9,0,1,1,1,3,0,3,1.4705e+15,0
14,2,1,1,0,4,4,7,1.4705e+15,0
8,0,0,0,1,1,0,2,1.4705e+15,0
4,1,4,2,0,2,3,4,1.4705e+15,0
1,1,3,4,1,4,3,1,1.4705e+15,0
14,3,6,4,1,2,2,3,1.4705e+15,0
1,0,3,0,3,2,1,2,1.4705e+15,0
12,1,1,3,1,2,1,2,1.4705e+15,0
18,7,4,2,3,8,3,5,1.4705e+15,0
10,0,1,3,0,12,6,2,1.4705e+15,0
4,3,1,1,1,4,4,1,1.4705e+15,0
7,4,3,2,2,1,2,2,1.4705e+15,0
1,0,3,0,0,1,3,4,1.4705e+15,0
3,3,5,1,1,5,4,2,1.4705e+15,0
5,4,2,3,1,2,1,0,1.4705e+15,0
20,6,1,3,0,3,2,3,1.4705e+15,0
18,8,3,1,1,0,1,1,1.4705e+15,0
7,4,1,1,1,4,2,3,1.4705e+15,0
16,3,0,1,1,2,1,6,1.4705e+15,0
1,1,2,0,0,7,3,2,1.4705e+15,0
12,1,1,2,0,7,2,1,1.4705e+15,0
12,3,2,2,2,0,0,2,1.4705e+15,0
6,5,1,3,2,3,1,3,1.4705e+15,0
18,2,2,1,1,4,3,9,1.4705e+15,0
6,8,2,0,1,3,1,1,1.4705e+15,0
7,5,2,1,0,1,0,0,1.4705e+15,0
12,1,1,3,0,1,0,1,1.4705e+15,0
4,0,1,3,1,1,1,2,1.4705e+15,0
1,4,3,1,0,1,2,0,1.4705e+15,0
14,4,0,2,0,2,3,3,1.4705e+15,0
11,3,3,2,1,2,0,2,1.4705e+15,0
2,1,0,1,2,3,2,2,1.4705e+15,0
6,3,3,1,1,5,2,3,1.4705e+15,0
30,3,2,3,1,5,3,4,1.4705e+15,0
22,10,5,2,1,6,3,5,1.4705e+15,0
24,5,1,5,3,3,0,4,1.4705e+15,0
7,0,2,0,1,2,1,1,1.4705e+15,0
7,4,3,0,2,7,3,0,1.4705e+15,0
12,1,2,2,1,12,4,3,1.4705e+15,0
13,4,4,2,1,4,2,5,1.4705e+15,0
1,1,2,3,0,7,3,1,1.4705e+15,0
9,3,0,0,1,2,2,1,1.4705e+15,0
0,4,2,1,1,6,5,4,1.4705e+15,0
4,2,1,2,2,2,1,1,1.4705e+15,0
11,1,2,2,1,2,1,3,1.4705e+15,0
6,3,3,3,1,1,2,1,1.4705e+15,0
13,2,0,1,2,1,2,1,1.4705e+15,0
42,12,3,0,0,1,1,6,1.4705e+15,0
31,8,2,0,4,1,0,3,1.4705e+15,0
0,2,1,1,1,1,0,1,1.4705e+15,0
3,1,5,1,2,7,3,1,1.4705e+15,0
11,2,0,3,3,2,2,1,1.4705e+15,0
11,5,3,0,1,1,3,5,1.4705e+15,0
15,4,2,0,1,2,1,3,1.4705e+15,0
20,7,1,3,0,5,1,3,1.4705e+15,0
35,9,5,3,1,2,2,5,1.4705e+15,0
10,3,1,2,2,1,3,3,1.4705e+15,0
1,4,0,1,0,0,2,0,1.4705e+15,0
4,0,0,1,1,3,2,3,1.4705e+15,0
13,2,0,0,1,1,2,2,1.4705e+15,0
4,0,1,0,2,1,0,1,1.4705e+15,0
21,7,1,1,0,2,2,1,1.4705e+15,0
13,1,2,1,1,2,2,3,1.4705e+15,0
29,2,6,5,4,6,4,3,1.4705e+15,0
12,15,6,4,3,1,4,6,1.4705e+15,0
6,6,1,2,1,0,1,2,1.4705e+15,0
7,3,1,1,1,3,1,2,1.4705e+15,0
4,2,0,1,2,0,1,1,1.4705e+15,0
11,0,0,0,0,0,0,1,1.4705e+15,0
1,1,3,0,0,1,2,1,1.4705e+15,0
4,4,4,1,0,1,0,4,1.4705e+15,0
1,4,3,3,1,0,1,1,1.4705e+15,0
4,3,2,1,0,3,0,1,1.4705e+15,0
28,8,6,1,0,4,2,0,1.4705e+15,0
2,1,7,3,2,0,2,2,1.4705e+15,0
2,0,1,3,2,1,1,1,1.4705e+15,0
7,1,1,3,1,0,2,3,1.4705e+15,0
3,0,1,3,0,2,0,3,1.4705e+15,0
9,1,1,1,0,1,2,0,1.4705e+15,0
8,5,3,5,3,1,2,0,1.4705e+15,0
1,1,1,1,1,4,0,2,1.4705e+15,0
10,4,3,2,1,2,1,3,1.4705e+15,0
7,0,1,1,0,1,2,4,1.4705e+15,0
5,2,2,1,0,4,0,1,1.4705e+15,0
3,2,0,1,2,1,1,3,1.4705e+15,0
9,6,3,4,2,3,2,1,1.4705e+15,0
0,0,3,1,1,4,1,2,1.4705e+15,0
5,2,2,1,2,6,2,1,1.4705e+15,0
20,4,1,3,1,0,1,3,1.4705e+15,0
2,3,4,1,3,2,1,0,1.4705e+15,0
26,9,8,6,2,1,1,0,1.4705e+15,0
10,2,2,1,4,3,2,3,1.4705e+15,0
2,5,1,4,1,1,1,2,1.4705e+15,0
10,9,4,2,0,2,4,3,1.4705e+15,0
11,2,1,1,1,1,1,1,1.4705e+15,0
7,1,0,1,1,3,2,5,1.4705e+15,0
17,8,0,0,0,0,0,2,1.4705e+15,0
4,3,1,1,0,1,1,2,1.4705e+15,0
8,6,5,4,2,3,0,3,1.4705e+15,0
5,3,0,3,2,4,2,4,1.4705e+15,0
10,8,3,5,3,6,4,4,1.4705e+15,0
11,0,1,2,2,0,1,2,1.4705e+15,0
10,3,1,1,0,0,1,1,1.4705e+15,0
10,8,4,1,0,1,0,0,1.4705e+15,0
14,5,0,4,2,2,3,0,1.4705e+15,0
17,6,2,2,1,2,2,7,1.4705e+15,0
8,1,1,3,1,2,4,2,1.4705e+15,0
3,1,1,4,1,3,2,4,1.4705e+15,0
4,3,1,2,2,1,1,1,1.4705e+15,0
5,0,1,1,1,2,2,2,1.4705e+15,0
3,0,0,1,1,0,2,2,1.4705e+15,0
4,1,4,1,0,2,2,2,1.4705e+15,0
11,1,3,1,1,1,0,0,1.4705e+15,0
3,1,4,3,2,4,3,6,1.4705e+15,0
3,7,2,1,1,0,0,2,1.4705e+15,0
14,4,3,0,1,1,1,3,1.4705e+15,0
17,3,0,0,1,2,1,2,1.4705e+15,0
3,3,2,1,1,0,1,0,1.4705e+15,0
10,3,0,1,1,0,1,4,1.4705e+15,0
12,6,4,2,2,4,4,3,1.4705e+15,0
13,0,1,1,0,2,1,0,1.4705e+15,0
5,2,2,2,1,4,3,2,1.4705e+15,0
9,2,1,1,1,7,3,1,1.4705e+15,0
25,7,7,3,1,2,1,4,1.4705e+15,0
6,5,6,3,1,1,1,2,1.4705e+15,0
11,2,4,5,4,3,4,0,1.4705e+15,0
1,3,2,2,1,1,1,1,1.4705e+15,0
6,2,2,2,3,12,1,0,1.4705e+15,0
1,2,0,1,3,20,6,3,1.4705e+15,0
4,4,2,0,1,1,1,2,1.4705e+15,0
11,3,0,2,1,0,0,0,1.4705e+15,0
15,11,6,2,4,7,4,4,1.4705e+15,0
1,3,0,1,0,9,2,0,1.4705e+15,0
24,3,2,1,0,1,1,0,1.4705e+15,0
24,5,2,0,2,5,2,2,1.4705e+15,0
6,0,1,2,0,1,0,0,1.4705e+15,0
29,8,4,1,1,1,3,4,1.4705e+15,0
4,1,1,0,2,5,1,2,1.4705e+15,0
11,3,5,2,0,11,1,0,1.4705e+15,0
13,0,2,1,2,5,4,6,1.4705e+15,0
24,3,1,1,0,0,1,2,1.4705e+15,0
11,5,4,2,1,1,0,3,1.4705e+15,0
2,1,0,0,1,6,4,1,1.4705e+15,0
2,1,2,3,4,1,2,1,1.4705e+15,0
10,9,6,1,2,1,0,3,1.4705e+15,0
5,2,1,1,1,3,1,2,1.4705e+15,0
5,1,0,0,0,5,2,0,1.4705e+15,0
15,3,2,1,1,3,2,1,1.4705e+15,0
19,1,2,0,0,2,2,1,1.4705e+15,0
0,3,4,1,2,1,1,1,1.4705e+15,0
2,1,2,0,2,4,0,1,1.4705e+15,0
3,3,2,1,0,1,1,0,1.4705e+15,0
1,0,2,2,3,1,2,1,1.4705e+15,0
5,0,1,1,0,12,5,1,1.4705e+15,0
12,1,1,0,2,24,7,4,1.4705e+15,0
8,3,0,0,1,2,4,1,1.4705e+15,0
11,2,3,1,2,2,0,4,1.4705e+15,0
